ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,RAW_MATERIAL_COST,OPERATING_EXPENSES,PURCHASE_CATEGORY
10372,41,86.89,7,3562.49,26-01-2020,1389,Shipped,Vintage Cars,87,S18_4522,"Tokyo Collectables, Ltd",Minato-ku,Japan,Shimamura,Akiko,Medium,3538.76,1007.5,Utilities
10383,28,58.58,7,1640.24,22-02-2020,1363,Shipped,Vintage Cars,87,S18_4522,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,2079.33,1599.34,Logistics
10396,45,105.32,5,4739.4,23-03-2020,1334,Shipped,Vintage Cars,87,S18_4522,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,3169.36,1460.47,Utilities
10414,16,75.48,11,1207.68,06-05-2020,1291,On Hold,Vintage Cars,87,S18_4522,Gifts4AllAges.com,Boston,USA,Yoshido,Juri,Small,1586.29,1210.44,Utilities
10103,36,117.45,5,4228.2,29-01-2018,2120,Shipped,Trucks and Buses,121,S18_4600,Baane Mini Imports,Stavern,Norway,Bergulfsen,Jonas,Medium,2888.77,1259.58,Logistics
10114,41,117.45,9,4815.45,01-04-2018,2059,Shipped,Trucks and Buses,121,S18_4600,"La Corne D'abondance, Co.",Paris,France,Bertrand,Marie,Medium,2096.09,1848.08,Utilities
10126,50,141.66,5,7083,28-05-2018,2003,Shipped,Trucks and Buses,121,S18_4600,"Corrida Auto Replicas, Ltd",Madrid,Spain,Sommer,Mart¡n,Large,2264.47,1241.15,Utilities
10140,40,115.03,5,4601.2,24-07-2018,1947,Shipped,Trucks and Buses,121,S18_4600,Technics Stores Inc.,Burlingame,USA,Hirano,Juri,Medium,4236.09,1455.95,Logistics
10150,49,131.98,2,6467.02,19-09-2018,1891,Shipped,Trucks and Buses,121,S18_4600,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Medium,4091.31,2584.97,Utilities
10164,45,111.39,3,5012.55,21-10-2018,1860,Resolved,Trucks and Buses,121,S18_4600,Mini Auto Werke,Graz,Austria,Mendel,Roland,Medium,3609.14,788.16,Salaries
10175,47,108.97,10,5121.59,06-11-2018,1845,Shipped,Trucks and Buses,121,S18_4600,"Stylish Desk Decors, Co.",London,UK,Brown,Ann,Medium,1907.69,574.08,Salaries
10183,21,116.24,2,2441.04,13-11-2018,1839,Shipped,Trucks and Buses,121,S18_4600,"Classic Gift Ideas, Inc",Philadelphia,USA,Cervantes,Francisca,Small,2683.59,1891.79,Logistics
10194,32,133.19,5,4262.08,25-11-2018,1828,Shipped,Trucks and Buses,121,S18_4600,"Saveley & Henriot, Co.",Lyon,France,Saveley,Mary,Medium,4213.1,1160.68,Utilities
10207,47,141.66,16,6658.02,09-12-2018,1815,Shipped,Trucks and Buses,121,S18_4600,Diecast Collectables,Boston,USA,Franco,Valarie,Medium,3141.72,1340.88,Utilities
10217,38,118.66,5,4509.08,04-02-2019,1759,Shipped,Trucks and Buses,121,S18_4600,Handji Gifts& Co,Singapore,Singapore,Victorino,Wendy,Medium,5319.33,1109.42,Marketing
10229,41,115.03,10,4716.23,11-03-2019,1725,Shipped,Trucks and Buses,121,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,3393.32,1370.1,Marketing
10245,21,113.82,3,2390.22,04-05-2019,1672,Shipped,Trucks and Buses,121,S18_4600,Super Scale Inc.,New Haven,USA,Murphy,Leslie,Small,3192.05,2299.27,Raw Materials
10259,41,113.82,13,4666.62,15-06-2019,1631,Shipped,Trucks and Buses,121,S18_4600,Handji Gifts& Co,Singapore,Singapore,Victorino,Wendy,Medium,2690.88,1901.06,Utilities
10270,38,141.66,3,5383.08,19-07-2019,1598,Shipped,Trucks and Buses,121,S18_4600,Souveniers And Things Co.,Chatswood,Australia,Huxley,Adrian,Medium,3133.54,1931.11,Utilities
10281,25,99.29,10,2482.25,19-08-2019,1568,Shipped,Trucks and Buses,121,S18_4600,Diecast Classics Inc.,Allentown,USA,Yu,Kyung,Small,2847.53,791.89,Logistics
10291,48,110.18,5,5288.64,08-09-2019,1549,Shipped,Trucks and Buses,121,S18_4600,Scandinavian Gift Ideas,Boras,Sweden,Larsson,Maria,Medium,3708.11,924.42,Utilities
10305,22,99.29,14,2184.38,13-10-2019,1515,Shipped,Trucks and Buses,121,S18_4600,Marta's Replicas Co.,Cambridge,USA,Hernandez,Marta,Small,3956.7,200,Logistics
10313,28,102.92,8,2881.76,22-10-2019,1507,Shipped,Trucks and Buses,121,S18_4600,Canadian Gift Exchange Network,Vancouver,Canada,Tannamuri,Yoshi,Small,2214.01,1095.31,Logistics
10323,47,131.98,1,6203.06,05-11-2019,1494,Shipped,Trucks and Buses,121,S18_4600,"Blauer See Auto, Co.",Frankfurt,Germany,Keitel,Roland,Medium,1668.77,1978.35,Salaries
10334,49,138.03,4,6763.47,19-11-2019,1481,On Hold,Trucks and Buses,121,S18_4600,"Volvo Model Replicas, Co",Lule,Sweden,Berglund,Christina,Medium,1163.79,1758.47,Marketing
10347,45,130.77,4,5884.65,29-11-2019,1472,Shipped,Trucks and Buses,121,S18_4600,"Australian Collectors, Co.",Melbourne,Australia,Ferguson,Peter,Medium,3507.99,1389.24,Utilities
10357,28,127.13,2,3559.64,10-12-2019,1462,Shipped,Trucks and Buses,121,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,1896.63,1488.85,Raw Materials
10370,29,57.53,6,1668.37,20-01-2020,1422,Shipped,Trucks and Buses,121,S18_4600,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Small,847.11,1155.56,Logistics
10382,39,125.4,1,4890.6,17-02-2020,1395,Shipped,Trucks and Buses,121,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,3388.58,1602.38,Utilities
10411,46,113.82,3,5235.72,01-05-2020,1322,Shipped,Trucks and Buses,121,S18_4600,Quebec Home Shopping Network,Montreal,Canada,Fresnisre,Jean,Medium,5493,1882.94,Raw Materials
10425,38,113.82,13,4325.16,31-05-2020,1293,In Process,Trucks and Buses,121,S18_4600,La Rochelle Gifts,Nantes,France,Labrune,Janine,Medium,2993.93,692.06,Raw Materials
10103,41,47.29,9,1938.89,29-01-2018,2147,Shipped,Vintage Cars,50,S18_4668,Baane Mini Imports,Stavern,Norway,Bergulfsen,Jonas,Small,3838.49,1649.82,Salaries
10113,50,49.81,3,2490.5,26-03-2018,2092,Shipped,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,3081.83,1966.22,Utilities
10126,43,53.83,9,2314.69,28-05-2018,2030,Shipped,Vintage Cars,50,S18_4668,"Corrida Auto Replicas, Ltd",Madrid,Spain,Sommer,Mart¡n,Small,2901.11,1292.45,Logistics
10140,29,43.27,9,1254.83,24-07-2018,1974,Shipped,Vintage Cars,50,S18_4668,Technics Stores Inc.,Burlingame,USA,Hirano,Juri,Small,3919.08,1850.35,Raw Materials
10150,30,42.76,6,1282.8,19-09-2018,1918,Shipped,Vintage Cars,50,S18_4668,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Small,2709.73,2907.33,Utilities
10164,25,53.83,7,1345.75,21-10-2018,1887,Resolved,Vintage Cars,50,S18_4668,Mini Auto Werke,Graz,Austria,Mendel,Roland,Small,3267.39,1447.83,Marketing
10174,49,44.78,2,2194.22,06-11-2018,1872,Shipped,Vintage Cars,50,S18_4668,"Australian Gift Network, Co",South Brisbane,Australia,Calaghan,Tony,Small,3321.7,1696.65,Salaries
10183,40,49.3,6,1972,13-11-2018,1866,Shipped,Vintage Cars,50,S18_4668,"Classic Gift Ideas, Inc",Philadelphia,USA,Cervantes,Francisca,Small,2331.91,1130.97,Raw Materials
10194,41,44.78,9,1835.98,25-11-2018,1855,Shipped,Vintage Cars,50,S18_4668,"Saveley & Henriot, Co.",Lyon,France,Saveley,Mary,Small,3992.04,1590.63,Salaries
10206,21,53.33,4,1119.93,05-12-2018,1846,Shipped,Vintage Cars,50,S18_4668,Canadian Gift Exchange Network,Vancouver,Canada,Tannamuri,Yoshi,Small,2825.04,1730.14,Logistics
10215,46,45.28,1,2082.88,29-01-2019,1792,Shipped,Vintage Cars,50,S18_4668,West Coast Collectables Co.,Burbank,USA,Thompson,Steve,Small,2244.25,1597.42,Marketing
10229,39,40.25,14,1569.75,11-03-2019,1752,Shipped,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,3536.51,990.15,Marketing
10245,45,59.87,7,2694.15,04-05-2019,1699,Shipped,Vintage Cars,50,S18_4668,Super Scale Inc.,New Haven,USA,Murphy,Leslie,Small,2101.53,1603.18,Marketing
10258,21,59.87,4,1257.27,15-06-2019,1658,Shipped,Vintage Cars,50,S18_4668,"Tokyo Collectables, Ltd",Minato-ku,Japan,Shimamura,Akiko,Small,3028.18,2231.1,Logistics
10270,44,58.36,7,2567.84,19-07-2019,1625,Shipped,Vintage Cars,50,S18_4668,Souveniers And Things Co.,Chatswood,Australia,Huxley,Adrian,Small,2990.88,1724.32,Utilities
10281,44,59.87,14,2634.28,19-08-2019,1595,Shipped,Vintage Cars,50,S18_4668,Diecast Classics Inc.,Allentown,USA,Yu,Kyung,Small,4085.9,1980.99,Raw Materials
10291,29,51.82,9,1502.78,08-09-2019,1576,Shipped,Vintage Cars,50,S18_4668,Scandinavian Gift Ideas,Boras,Sweden,Larsson,Maria,Small,3474.7,1381.49,Marketing
10304,34,49.3,4,1676.2,11-10-2019,1544,Shipped,Vintage Cars,50,S18_4668,Auto Assoc. & Cie.,Versailles,France,Tonini,Daniel,Small,2974.97,1874.95,Marketing
10312,39,56.85,1,2217.15,21-10-2019,1535,Shipped,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,3817.77,1639.63,Utilities
10324,38,179.79,6,6832.02,05-11-2019,1521,Shipped,Vintage Cars,50,S18_4668,Vitachrome Inc.,NYC,USA,Frick,Michael,Medium,4390.21,1024.54,Marketing
10348,29,245.2,6,7110.8,01-11-2019,1526,Shipped,Vintage Cars,50,S18_4668,"Corrida Auto Replicas, Ltd",Madrid,Spain,Sommer,Mart¡n,Large,3557.81,1659.26,Utilities
10358,30,176.76,8,5302.8,10-12-2019,1488,Shipped,Vintage Cars,50,S18_4668,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3010.35,1004.15,Salaries
10370,20,136.5,2,2730,20-01-2020,1448,Shipped,Vintage Cars,50,S18_4668,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Small,1688.16,1183.56,Logistics
10382,39,200.7,2,7827.3,17-02-2020,1421,Shipped,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Large,1934.89,1594.66,Marketing
10411,35,59.87,7,2095.45,01-05-2020,1348,Shipped,Vintage Cars,50,S18_4668,Quebec Home Shopping Network,Montreal,Canada,Fresnisre,Jean,Small,2694.78,1648.62,Utilities
10424,26,59.87,4,1556.62,31-05-2020,1319,In Process,Vintage Cars,50,S18_4668,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,2390.49,905.38,Salaries
10108,44,126.48,11,5565.12,03-03-2018,2140,Shipped,Classic Cars,148,S18_4721,Cruz & Sons Co.,Makati City,Philippines,Cruz,Arnold,Medium,2813.03,2026.99,Utilities
10122,28,127.97,15,3583.16,08-05-2018,2075,Shipped,Classic Cars,148,S18_4721,Marseille Mini Autos,Marseille,France,Lebihan,Laurence,Medium,3056.65,1786,Utilities
10135,31,151.78,12,4705.18,02-07-2018,2021,Shipped,Classic Cars,148,S18_4721,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,3529.69,1147.64,Logistics
10146,29,153.26,1,4444.54,03-09-2018,1959,Shipped,Classic Cars,148,S18_4721,Gift Ideas Corp.,Glendale,USA,Lewis,Dan,Medium,2929.5,731.21,Logistics
10169,33,148.8,7,4910.4,04-11-2018,1898,Shipped,Classic Cars,148,S18_4721,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Medium,3486.5,1427.55,Raw Materials
10180,44,126.48,2,5565.12,11-11-2018,1892,Shipped,Classic Cars,148,S18_4721,Daedalus Designs Imports,Lille,France,Rance,Martine,Medium,3064.47,1277.03,Marketing
10191,32,132.43,8,4237.76,20-11-2018,1884,Shipped,Classic Cars,148,S18_4721,"Toms Spezialitten, Ltd",Koln,Germany,Pfalzheim,Henriette,Medium,1024.53,1556.57,Raw Materials
10211,41,138.38,7,5673.58,15-01-2019,1829,Shipped,Classic Cars,148,S18_4721,Auto Canal Petit,Paris,France,Perrier,Dominique,Medium,2060.66,1318.44,Utilities
10225,35,150.29,14,5260.15,22-02-2019,1792,Shipped,Classic Cars,148,S18_4721,"Vida Sport, Ltd",Gensve,Switzerland,Holz,Michael,Medium,2855.91,496.27,Raw Materials
10238,44,144.34,8,6350.96,09-04-2019,1747,Shipped,Classic Cars,148,S18_4721,Danish Wholesale Imports,Kobenhavn,Denmark,Petersen,Jytte,Medium,1790.31,1305.83,Logistics
10252,26,136.9,4,3559.4,26-05-2019,1701,Shipped,Classic Cars,148,S18_4721,Auto Canal Petit,Paris,France,Perrier,Dominique,Medium,3599.93,1347.19,Utilities
10264,20,120.53,2,2410.6,30-06-2019,1667,Shipped,Classic Cars,148,S18_4721,Gifts4AllAges.com,Boston,USA,Yoshido,Juri,Small,4530.75,1816.83,Logistics
10276,48,119.04,8,5713.92,02-08-2019,1635,Shipped,Classic Cars,148,S18_4721,Online Mini Collectables,Brickhaven,USA,Barajas,Miguel,Medium,4218.76,1150.9,Utilities
10287,34,126.48,17,4300.32,30-08-2019,1608,Shipped,Classic Cars,148,S18_4721,"Vida Sport, Ltd",Gensve,Switzerland,Holz,Michael,Medium,2786.56,2339.34,Utilities
10299,49,162.19,2,7947.31,30-09-2019,1578,Shipped,Classic Cars,148,S18_4721,"Toys of Finland, Co.",Helsinki,Finland,Karttunen,Matti,Large,4490.73,544.18,Salaries
10310,40,133.92,15,5356.8,16-10-2019,1563,Shipped,Classic Cars,148,S18_4721,"Toms Spezialitten, Ltd",Koln,Germany,Pfalzheim,Henriette,Medium,3148.67,2155.58,Salaries
10319,45,175.58,3,7901.1,03-11-2019,1546,Shipped,Classic Cars,148,S18_4721,Microscale Inc.,NYC,USA,Kuo,Kee,Large,2662.91,1387.84,Raw Materials
10330,50,122.02,4,6101,16-11-2019,1534,Shipped,Classic Cars,148,S18_4721,Cruz & Sons Co.,Makati City,Philippines,Cruz,Arnold,Medium,2386.6,1929.79,Logistics
10342,38,165.17,11,6276.46,24-11-2019,1527,Shipped,Classic Cars,148,S18_4721,"Australian Collectors, Co.",Melbourne,Australia,Ferguson,Peter,Medium,2697.53,1539.9,Salaries
10355,25,168.14,2,4203.5,07-12-2019,1515,Shipped,Classic Cars,148,S18_4721,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,2611.82,2069.78,Utilities
10363,28,58.18,13,1629.04,06-01-2020,1486,Shipped,Classic Cars,148,S18_4721,Suominen Souveniers,Espoo,Finland,Suominen,Kalle,Small,3170.42,1306.32,Raw Materials
10378,49,67.14,8,3289.86,10-02-2020,1452,Shipped,Classic Cars,148,S18_4721,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3160.57,950.69,Raw Materials
10390,49,140.06,3,6862.94,04-03-2020,1430,Shipped,Classic Cars,148,S18_4721,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,3003.05,2210.25,Salaries
10110,42,61.29,9,2574.18,18-03-2018,2148,Shipped,Classic Cars,71,S18_4933,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Small,3436.94,1443.26,Logistics
10124,23,57.73,8,1327.79,21-05-2018,2085,Shipped,Classic Cars,71,S18_4933,Signal Gift Stores,Las Vegas,USA,King,Sue,Small,4190.65,1610.78,Logistics
10148,29,81.25,2,2356.25,11-09-2018,1973,Shipped,Classic Cars,71,S18_4933,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Small,3949.55,2117.38,Logistics
10161,25,80.54,1,2013.5,17-10-2018,1938,Shipped,Classic Cars,71,S18_4933,Heintze Collectables,Aaarhus,Denmark,Ibsen,Palle,Small,1515.1,984.02,Salaries
10173,39,71.98,15,2807.22,05-11-2018,1920,Shipped,Classic Cars,71,S18_4933,Rovelli Gifts,Bergamo,Italy,Rovelli,Giovanni,Small,500,1797.75,Marketing
10182,44,69.84,12,3072.96,12-11-2018,1914,Shipped,Classic Cars,71,S18_4933,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,3934.32,1205.05,Utilities
10193,25,76.26,16,1906.5,21-11-2018,1906,Shipped,Classic Cars,71,S18_4933,"Australian Collectables, Ltd",Glen Waverly,Australia,Connery,Sean,Small,1633.12,1433.92,Salaries
10204,45,76.26,6,3431.7,02-12-2018,1896,Shipped,Classic Cars,71,S18_4933,Muscle Machine Inc,NYC,USA,Young,Jeff,Medium,2775.23,1536.14,Logistics
10213,25,83.39,2,2084.75,22-01-2019,1846,Shipped,Classic Cars,71,S18_4933,"Double Decker Gift Stores, Ltd",London,UK,Hardy,Thomas,Small,1829.89,749.89,Raw Materials
10227,37,57.73,12,2136.01,02-03-2019,1808,Shipped,Classic Cars,71,S18_4933,"Saveley & Henriot, Co.",Lyon,France,Saveley,Mary,Small,1198.02,1110.58,Utilities
10241,30,66.99,4,2009.7,13-04-2019,1767,Shipped,Classic Cars,71,S18_4933,Mini Caravy,Strasbourg,France,Citeaux,Frederique,Small,3541.46,2175.54,Utilities
10267,36,75.55,1,2719.8,07-07-2019,1683,Shipped,Classic Cars,71,S18_4933,Muscle Machine Inc,NYC,USA,Young,Jeff,Small,3759.16,1943.1,Logistics
10279,26,60.58,1,1575.08,09-08-2019,1651,Shipped,Classic Cars,71,S18_4933,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,2423.49,1468.68,Marketing
10288,23,73.41,7,1688.43,01-09-2019,1629,Shipped,Classic Cars,71,S18_4933,Handji Gifts& Co,Singapore,Singapore,Victorino,Wendy,Small,500,1621.56,Salaries
10302,23,72.7,3,1672.1,06-10-2018,1960,Shipped,Classic Cars,71,S18_4933,"UK Collectables, Ltd.",Liverpool,UK,Devon,Elizabeth,Small,2453.76,1352.88,Logistics
10311,25,66.99,2,1674.75,16-10-2019,1586,Shipped,Classic Cars,71,S18_4933,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,3391.8,2178.29,Utilities
10332,21,165.38,3,3472.98,17-11-2019,1555,Shipped,Classic Cars,71,S18_4933,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Medium,1521.09,1399.82,Salaries
10344,26,63.43,5,1649.18,25-11-2019,1548,Shipped,Classic Cars,71,S18_4933,Marseille Mini Autos,Marseille,France,Lebihan,Laurence,Small,3183.36,1615.92,Marketing
10367,44,85.25,9,3751,12-01-2020,1501,Resolved,Classic Cars,71,S18_4933,Toys4GrownUps.com,Pasadena,USA,Young,Julie,Medium,2984.69,2073.02,Marketing
10380,24,189,2,4536,16-02-2020,1467,Shipped,Classic Cars,71,S18_4933,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3579.29,1111.31,Marketing
10407,66,66.99,4,4421.34,22-04-2020,1402,On Hold,Classic Cars,71,S18_4933,The Sharp Gifts Warehouse,San Jose,USA,Frick,Sue,Medium,3119.58,2279.39,Raw Materials
10420,36,57.73,7,2078.28,29-05-2020,1366,In Process,Classic Cars,71,S18_4933,Souveniers And Things Co.,Chatswood,Australia,Huxley,Adrian,Small,2026.93,734.77,Logistics
10110,36,85.25,13,3069,18-03-2018,2170,Shipped,Classic Cars,73,S24_1046,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Medium,4196.57,2314.82,Logistics
10124,22,77.9,12,1713.8,21-05-2018,2107,Shipped,Classic Cars,73,S24_1046,Signal Gift Stores,Las Vegas,USA,King,Sue,Small,2841.47,1313.66,Marketing
10148,25,60.26,6,1506.5,11-09-2018,1995,Shipped,Classic Cars,73,S24_1046,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Small,2972.7,1378.65,Salaries
10161,37,72.76,5,2692.12,17-10-2018,1960,Shipped,Classic Cars,73,S24_1046,Heintze Collectables,Aaarhus,Denmark,Ibsen,Palle,Small,2066.73,554.99,Raw Materials
10172,32,75.69,3,2422.08,05-11-2018,1942,Shipped,Classic Cars,73,S24_1046,Gift Depot Inc.,Bridgewater,USA,King,Julie,Small,2556.72,1272.6,Salaries
10182,47,74.22,16,3488.34,12-11-2018,1936,Shipped,Classic Cars,73,S24_1046,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,2115.2,980.1,Marketing
10192,37,69.82,4,2583.34,20-11-2018,1929,Shipped,Classic Cars,73,S24_1046,Online Diecast Creations Co.,Nashua,USA,Young,Valarie,Small,2827.05,1196.18,Salaries
10204,20,62.47,10,1249.4,02-12-2018,1918,Shipped,Classic Cars,73,S24_1046,Muscle Machine Inc,NYC,USA,Young,Jeff,Small,4711.71,1431.34,Logistics
10212,41,82.31,3,3374.71,16-01-2019,1874,Shipped,Classic Cars,73,S24_1046,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,1628.1,1978.9,Marketing
10226,21,60.26,1,1265.46,26-02-2019,1834,Shipped,Classic Cars,73,S24_1046,Collectable Mini Designs Co.,San Diego,USA,Thompson,Valarie,Small,1386.44,1603.8,Utilities
10241,22,76.43,8,1681.46,13-04-2019,1789,Shipped,Classic Cars,73,S24_1046,Mini Caravy,Strasbourg,France,Citeaux,Frederique,Small,4471.17,1653.84,Utilities
10267,40,80.1,5,3204,07-07-2019,1705,Shipped,Classic Cars,73,S24_1046,Muscle Machine Inc,NYC,USA,Young,Jeff,Medium,2790.68,952.24,Salaries
10279,32,74.96,5,2398.72,09-08-2019,1673,Shipped,Classic Cars,73,S24_1046,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,2330.93,1059.62,Utilities
10288,36,66.14,11,2381.04,01-09-2019,1651,Shipped,Classic Cars,73,S24_1046,Handji Gifts& Co,Singapore,Singapore,Victorino,Wendy,Small,4039.9,2399.36,Raw Materials
10301,27,72.02,1,1944.54,05-10-2018,1983,Shipped,Classic Cars,73,S24_1046,"Norway Gifts By Mail, Co.",Oslo,Norway,Klaeboe,Jan,Small,2394.38,1132.4,Salaries
10311,26,87.45,6,2273.7,16-10-2019,1608,Shipped,Classic Cars,73,S24_1046,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,4826.01,2328.1,Logistics
10321,30,70.55,3,2116.5,04-11-2019,1590,Shipped,Classic Cars,73,S24_1046,FunGiftIdeas.com,New Bedford,USA,Benitez,Violeta,Small,3677.93,1378.47,Marketing
10332,23,56.84,4,1307.32,17-11-2019,1578,Shipped,Classic Cars,73,S24_1046,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Small,2512.09,1501.14,Utilities
10344,29,59.53,7,1726.37,25-11-2019,1571,Shipped,Classic Cars,73,S24_1046,Marseille Mini Autos,Marseille,France,Lebihan,Laurence,Small,5157.31,2035.18,Logistics
10367,21,60.37,10,1267.77,12-01-2020,1524,Resolved,Classic Cars,73,S24_1046,Toys4GrownUps.com,Pasadena,USA,Young,Julie,Small,2394.29,2135.95,Logistics
10380,34,101.23,3,3441.82,16-02-2020,1490,Shipped,Classic Cars,73,S24_1046,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3742.1,1444.59,Utilities
10407,26,76.43,8,1987.18,22-04-2020,1425,On Hold,Classic Cars,73,S24_1046,The Sharp Gifts Warehouse,San Jose,USA,Frick,Sue,Small,3299.29,1305.88,Utilities
10420,60,64.67,11,3880.2,29-05-2020,1389,In Process,Classic Cars,73,S24_1046,Souveniers And Things Co.,Chatswood,Australia,Huxley,Adrian,Medium,4301.74,1472.04,Utilities
10104,35,55.49,6,1942.15,31-01-2018,2239,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,4561.51,1668.98,Marketing
10115,47,69.36,2,3259.92,04-04-2018,2177,Shipped,Classic Cars,57,S24_1444,Classic Legends Inc.,NYC,USA,Hernandez,Maria,Medium,3032,1945.65,Raw Materials
10127,20,60.69,8,1213.8,03-06-2018,2118,Shipped,Classic Cars,57,S24_1444,Muscle Machine Inc,NYC,USA,Young,Jeff,Small,2246.58,1502.11,Logistics
10141,20,54.33,2,1086.6,01-08-2018,2060,Shipped,Classic Cars,57,S24_1444,Suominen Souveniers,Espoo,Finland,Suominen,Kalle,Small,3459.97,1809.44,Salaries
10152,25,65.31,4,1632.75,25-09-2018,2006,Shipped,Classic Cars,57,S24_1444,"Australian Gift Network, Co",South Brisbane,Australia,Calaghan,Tony,Small,2322.28,2319.18,Logistics
10165,25,69.36,9,1734,22-10-2018,1980,Shipped,Classic Cars,57,S24_1444,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Small,5013.39,1690.65,Raw Materials
10176,27,68.78,8,1857.06,06-11-2018,1966,Shipped,Classic Cars,57,S24_1444,L'ordine Souveniers,Reggio Emilia,Italy,Moroni,Maurizio,Small,3136.54,1655.83,Marketing
10184,31,60.11,3,1863.41,14-11-2018,1959,Shipped,Classic Cars,57,S24_1444,"Iberia Gift Imports, Corp.",Sevilla,Spain,Roel,Jose Pedro,Small,2634.68,740.54,Salaries
10195,44,66.47,3,2924.68,25-11-2018,1949,Shipped,Classic Cars,57,S24_1444,Mini Classics,White Plains,USA,Frick,Steve,Small,3184.68,200,Utilities
10207,49,46.82,4,2294.18,09-12-2018,1936,Shipped,Classic Cars,57,S24_1444,Diecast Collectables,Boston,USA,Franco,Valarie,Small,1652.87,1694.19,Utilities
10220,26,56.07,8,1457.82,12-02-2019,1872,Shipped,Classic Cars,57,S24_1444,"Clover Collections, Co.",Dublin,Ireland,Cassidy,Dean,Small,2028.39,1452.59,Raw Materials
10230,36,54.33,6,1955.88,15-03-2019,1842,Shipped,Classic Cars,57,S24_1444,"Blauer See Auto, Co.",Frankfurt,Germany,Keitel,Roland,Small,4200.41,1242.61,Raw Materials
10246,44,52.6,2,2314.4,05-05-2019,1792,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,2343.11,1621.77,Raw Materials
10259,28,46.82,1,1310.96,15-06-2019,1752,Shipped,Classic Cars,57,S24_1444,Handji Gifts& Co,Singapore,Singapore,Victorino,Wendy,Small,1953.09,1469.8,Raw Materials
